coq	series	p_lot	cultivation_batch	row	parameter	class	carried_from_initial	register_status	certificates_that_report_it
CoQ-PP_26-061	initial		GG112501	10.3	Ochratoxin A	UNTESTED		not tested at release — the IPH certificate reports total aflatoxins o	
CoQ-PP_26-062	initial		J31122501	10.1	Aflatoxin B1	UNTESTED		not tested at release — the IPH certificate reports total aflatoxins o	
CoQ-PP_26-062	initial		J31122501	10.3	Ochratoxin A	UNTESTED		not tested at release — the IPH certificate reports total aflatoxins o	
CoQ-PP_26-063	initial		CC112501	10.1	Aflatoxin B1	UNTESTED		not tested at release — the IPH certificate reports total aflatoxins o	
CoQ-PP_26-063	initial		CC112501	10.3	Ochratoxin A	UNTESTED		not tested at release — the IPH certificate reports total aflatoxins o	
CoQ-PP_26-064	initial	P060282	SCR112501	10.1	Aflatoxin B1	LATER-ROUND		not tested — no certificate covers it	exact 220-26-М/26  = ND (after the CoQ)
CoQ-PP_26-064	initial	P060282	SCR112501	10.3	Ochratoxin A	LATER-ROUND		not tested — no certificate covers it	exact 220-26-М/26  = ND (after the CoQ)
CoQ-PP_26-065	initial		FB112501	10.1	Aflatoxin B1	UNTESTED		not tested at release — the IPH certificate reports total aflatoxins o	
CoQ-PP_26-065	initial		FB112501	10.3	Ochratoxin A	UNTESTED		not tested at release — the IPH certificate reports total aflatoxins o	
CoQ-PP_26-066	initial		GG012601	10.1	Aflatoxin B1	UNTESTED		not tested at release — the IPH certificate reports total aflatoxins o	
CoQ-PP_26-066	initial		GG012601	10.3	Ochratoxin A	UNTESTED		not tested at release — the IPH certificate reports total aflatoxins o	
CoQ-PP_26-067	initial		JD012601	10.1	Aflatoxin B1	UNTESTED		not tested at release — the IPH certificate reports total aflatoxins o	
CoQ-PP_26-067	initial		JD012601	10.3	Ochratoxin A	UNTESTED		not tested at release — the IPH certificate reports total aflatoxins o	
CoQ-PP_26-068	initial		P060332	8	Loss on drying	UNTESTED		not tested — no certificate for this lot; requested from the laborator	
CoQ-PP_26-068	initial		P060332	10.1	Aflatoxin B1	LATER-ROUND		not tested at release — the IPH certificate reports total aflatoxins o	exact 197-6-М/26 10.08.2026 = ND (after the CoQ) | exact 197-6-М/26 10.08.2026 = ND (after the CoQ)
CoQ-PP_26-068	initial		P060332	10.2	Aflatoxins total	LATER-ROUND		not tested — no certificate for this lot; requested from the laborator	exact 197-6-М/26 10.08.2026 = ND (after the CoQ)
CoQ-PP_26-068	initial		P060332	10.3	Ochratoxin A	LATER-ROUND		not tested at release — the IPH certificate reports total aflatoxins o	exact 197-6-М/26 10.08.2026 = ND (after the CoQ) | exact 197-6-М/26 10.08.2026 = ND (after the CoQ)
CoQ-PP_26-068	initial		P060332	11.1	Lead	UNTESTED		not tested — no certificate for this lot; requested from the laborator	
CoQ-PP_26-068	initial		P060332	11.2	Cadmium	UNTESTED		not tested — no certificate for this lot; requested from the laborator	
CoQ-PP_26-068	initial		P060332	11.3	Arsenic	UNTESTED		not tested — no certificate for this lot; requested from the laborator	
CoQ-PP_26-068	initial		P060332	11.4	Mercury	UNTESTED		not tested — no certificate for this lot; requested from the laborator	
CoQ-PP_26-068	initial		P060332	12	Pesticide residues	UNTESTED		not tested — no certificate for this lot; requested from the laborator	
CoQ-PP_26-069	initial	P060322	FB012601/1	10.1	Aflatoxin B1	LATER-ROUND		not tested — no certificate covers it	exact 220-8-М/26  = ND (after the CoQ)
CoQ-PP_26-069	initial	P060322	FB012601/1	10.3	Ochratoxin A	LATER-ROUND		not tested — no certificate covers it	exact 220-8-М/26  = ND (after the CoQ)
CoQ-PP_26-070	initial	P060352	FB012602	3	Identification C (HPLC)	UNTESTED		to be performed — see route	
CoQ-PP_26-070	initial	P060352	FB012602	4	Total THC	LATER-ROUND		not tested — no certificate covers it	exact None 07.08.2026 = 18.86 (after the CoQ) | exact 197-7-К/26  = 18.86 (after the CoQ)
CoQ-PP_26-070	initial	P060352	FB012602	5	Total CBD	LATER-ROUND		not tested — no certificate covers it	exact None 07.08.2026 = 0.22 (after the CoQ) | exact 197-7-К/26  = 0.22 (after the CoQ)
CoQ-PP_26-070	initial	P060352	FB012602	6	Total CBN	LATER-ROUND		not tested — no certificate covers it	exact None 07.08.2026 = < LOQ (after the CoQ) | exact 197-7-К/26  = < LOQ (after the CoQ)
CoQ-PP_26-070	initial	P060352	FB012602	8	Loss on drying	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-070	initial	P060352	FB012602	10.1	Aflatoxin B1	LATER-ROUND		not tested — no certificate covers it	exact None 10.08.2026 = ND (after the CoQ) | exact 197-7-М/26  = ND (after the CoQ)
CoQ-PP_26-070	initial	P060352	FB012602	10.2	Aflatoxins total	LATER-ROUND		not tested — no certificate covers it	exact 197-7-М/26  = ND (after the CoQ)
CoQ-PP_26-070	initial	P060352	FB012602	10.3	Ochratoxin A	LATER-ROUND		not tested — no certificate covers it	exact None 10.08.2026 = ND (after the CoQ) | exact 197-7-М/26  = ND (after the CoQ)
CoQ-PP_26-070	initial	P060352	FB012602	11.1	Lead	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-070	initial	P060352	FB012602	11.2	Cadmium	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-070	initial	P060352	FB012602	11.3	Arsenic	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-070	initial	P060352	FB012602	11.4	Mercury	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-070	initial	P060352	FB012602	12	Pesticide residues	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-071	initial	P060362	JD012603/01	3	Identification C (HPLC)	UNTESTED		to be performed — see route	
CoQ-PP_26-071	initial	P060362	JD012603/01	4	Total THC	LATER-ROUND		not tested — no certificate covers it	exact 220-16-К/26  = 21.01 (after the CoQ)
CoQ-PP_26-071	initial	P060362	JD012603/01	5	Total CBD	LATER-ROUND		not tested — no certificate covers it	exact 220-16-К/26  = <LOQ (after the CoQ)
CoQ-PP_26-071	initial	P060362	JD012603/01	6	Total CBN	LATER-ROUND		not tested — no certificate covers it	exact 220-16-К/26  = <LOQ (after the CoQ)
CoQ-PP_26-071	initial	P060362	JD012603/01	8	Loss on drying	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-071	initial	P060362	JD012603/01	10.1	Aflatoxin B1	LATER-ROUND		not tested — no certificate covers it	exact 220-16-М/26  = ND (after the CoQ)
CoQ-PP_26-071	initial	P060362	JD012603/01	10.2	Aflatoxins total	LATER-ROUND		not tested — no certificate covers it	exact 220-16-М/26  = ND (after the CoQ)
CoQ-PP_26-071	initial	P060362	JD012603/01	10.3	Ochratoxin A	LATER-ROUND		not tested — no certificate covers it	exact 220-16-М/26  = ND (after the CoQ)
CoQ-PP_26-071	initial	P060362	JD012603/01	11.1	Lead	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-071	initial	P060362	JD012603/01	11.2	Cadmium	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-071	initial	P060362	JD012603/01	11.3	Arsenic	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-071	initial	P060362	JD012603/01	11.4	Mercury	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-071	initial	P060362	JD012603/01	12	Pesticide residues	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-072	initial	P060372	CC012603	3	Identification C (HPLC)	UNTESTED		to be performed — see route	
CoQ-PP_26-072	initial	P060372	CC012603	4	Total THC	LATER-ROUND		not tested — no certificate covers it	exact 220-29-К/26  = 14.76 (after the CoQ)
CoQ-PP_26-072	initial	P060372	CC012603	5	Total CBD	LATER-ROUND		not tested — no certificate covers it	exact 220-29-К/26  = <LOQ (after the CoQ)
CoQ-PP_26-072	initial	P060372	CC012603	6	Total CBN	LATER-ROUND		not tested — no certificate covers it	exact 220-29-К/26  = <LOQ (after the CoQ)
CoQ-PP_26-072	initial	P060372	CC012603	8	Loss on drying	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-072	initial	P060372	CC012603	10.1	Aflatoxin B1	LATER-ROUND		not tested — no certificate covers it	exact 220-29-М/26  = ND (after the CoQ)
CoQ-PP_26-072	initial	P060372	CC012603	10.2	Aflatoxins total	LATER-ROUND		not tested — no certificate covers it	exact 220-29-М/26  = ND (after the CoQ)
CoQ-PP_26-072	initial	P060372	CC012603	10.3	Ochratoxin A	LATER-ROUND		not tested — no certificate covers it	exact 220-29-М/26  = ND (after the CoQ)
CoQ-PP_26-072	initial	P060372	CC012603	11.1	Lead	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-072	initial	P060372	CC012603	11.2	Cadmium	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-072	initial	P060372	CC012603	11.3	Arsenic	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-072	initial	P060372	CC012603	11.4	Mercury	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-072	initial	P060372	CC012603	12	Pesticide residues	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-073	initial	P060342	SCR012601	8	Loss on drying	UNTESTED		not tested — no certificate for this lot; requested from the laborator	
CoQ-PP_26-073	initial	P060342	SCR012601	10.1	Aflatoxin B1	UNTESTED		not tested at release — the IPH certificate reports total aflatoxins o	
CoQ-PP_26-073	initial	P060342	SCR012601	10.2	Aflatoxins total	UNTESTED		not tested — no certificate for this lot; requested from the laborator	
CoQ-PP_26-073	initial	P060342	SCR012601	10.3	Ochratoxin A	UNTESTED		not tested at release — the IPH certificate reports total aflatoxins o	
CoQ-PP_26-073	initial	P060342	SCR012601	11.1	Lead	UNTESTED		not tested — no certificate for this lot; requested from the laborator	
CoQ-PP_26-073	initial	P060342	SCR012601	11.2	Cadmium	UNTESTED		not tested — no certificate for this lot; requested from the laborator	
CoQ-PP_26-073	initial	P060342	SCR012601	11.3	Arsenic	UNTESTED		not tested — no certificate for this lot; requested from the laborator	
CoQ-PP_26-073	initial	P060342	SCR012601	11.4	Mercury	UNTESTED		not tested — no certificate for this lot; requested from the laborator	
CoQ-PP_26-073	initial	P060342	SCR012601	12	Pesticide residues	UNTESTED		not tested — no certificate for this lot; requested from the laborator	
CoQ-PP_26-074	initial	P060382	SCR012603	3	Identification C (HPLC)	UNTESTED		to be performed — see route	
CoQ-PP_26-074	initial	P060382	SCR012603	4	Total THC	LATER-ROUND		not tested — no certificate covers it	exact None 07.08.2026 = 17.84 (after the CoQ) | exact 197-21-К/26  = 17.84 (after the CoQ)
CoQ-PP_26-074	initial	P060382	SCR012603	5	Total CBD	LATER-ROUND		not tested — no certificate covers it	exact None 07.08.2026 = <LOQ (after the CoQ) | exact 197-21-К/26  = <LOQ (after the CoQ)
CoQ-PP_26-074	initial	P060382	SCR012603	6	Total CBN	LATER-ROUND		not tested — no certificate covers it	exact None 07.08.2026 = <LOQ (after the CoQ) | exact 197-21-К/26  = <LOQ (after the CoQ)
CoQ-PP_26-074	initial	P060382	SCR012603	8	Loss on drying	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-074	initial	P060382	SCR012603	10.1	Aflatoxin B1	LATER-ROUND		not tested — no certificate covers it	exact 197-21-М/26 10.08.2026 = ND (after the CoQ) | exact 197-21-М/26 10.08.2026 = ND (after the CoQ)
CoQ-PP_26-074	initial	P060382	SCR012603	10.2	Aflatoxins total	LATER-ROUND		not tested — no certificate covers it	exact 197-21-М/26 10.08.2026 = ND (after the CoQ)
CoQ-PP_26-074	initial	P060382	SCR012603	10.3	Ochratoxin A	LATER-ROUND		not tested — no certificate covers it	exact 197-21-М/26 10.08.2026 = ND (after the CoQ) | exact 197-21-М/26 10.08.2026 = ND (after the CoQ)
CoQ-PP_26-074	initial	P060382	SCR012603	11.1	Lead	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-074	initial	P060382	SCR012603	11.2	Cadmium	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-074	initial	P060382	SCR012603	11.3	Arsenic	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-074	initial	P060382	SCR012603	11.4	Mercury	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-074	initial	P060382	SCR012603	12	Pesticide residues	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-075	initial		FB012603V	10.1	Aflatoxin B1	UNTESTED		not tested at release — the IPH certificate reports total aflatoxins o	
CoQ-PP_26-075	initial		FB012603V	10.3	Ochratoxin A	UNTESTED		not tested at release — the IPH certificate reports total aflatoxins o	
CoQ-PP_26-076	initial	P060422	JD012603/02V	10.1	Aflatoxin B1	LATER-ROUND		not tested — no certificate covers it	exact 220-18-М/26  = ND (after the CoQ)
CoQ-PP_26-076	initial	P060422	JD012603/02V	10.3	Ochratoxin A	LATER-ROUND		not tested — no certificate covers it	exact 220-18-М/26  = ND (after the CoQ)
CoQ-PP_26-077	initial	P060402	GG012603	10.1	Aflatoxin B1	LATER-ROUND		not tested — no certificate covers it	exact 197-8-М/26 10.08.2026 = ND (after the CoQ) | exact 197-8-М/26 10.08.2026 = ND (after the CoQ)
CoQ-PP_26-077	initial	P060402	GG012603	10.3	Ochratoxin A	LATER-ROUND		not tested — no certificate covers it	exact 197-8-М/26 10.08.2026 = ND (after the CoQ) | exact 197-8-М/26 10.08.2026 = ND (after the CoQ)
CoQ-PP_26-078	initial	P060412	JD012603/02	10.1	Aflatoxin B1	LATER-ROUND		not tested — no certificate covers it	exact 220-17-М/26  = ND (after the CoQ)
CoQ-PP_26-078	initial	P060412	JD012603/02	10.3	Ochratoxin A	LATER-ROUND		not tested — no certificate covers it	exact 220-17-М/26  = ND (after the CoQ)
CoQ-PP_26-079	initial		FB012603	10.1	Aflatoxin B1	UNTESTED		not tested at release — the IPH certificate reports total aflatoxins o	
CoQ-PP_26-079	initial		FB012603	10.3	Ochratoxin A	UNTESTED		not tested at release — the IPH certificate reports total aflatoxins o	
CoQ-PP_26-080	initial		SCR022601	10.1	Aflatoxin B1	UNTESTED		not tested at release — the IPH certificate reports total aflatoxins o	
CoQ-PP_26-080	initial		SCR022601	10.3	Ochratoxin A	UNTESTED		not tested at release — the IPH certificate reports total aflatoxins o	
CoQ-PP_26-081	initial		FB032601	10.1	Aflatoxin B1	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-081	initial		FB032601	10.3	Ochratoxin A	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-082	initial		GG032601	9.1	TAMC	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-082	initial		GG032601	9.2	TYMC	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-082	initial		GG032601	9.3	Bile-tolerant GNB	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-082	initial		GG032601	9.4	Salmonella	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-082	initial		GG032601	9.5	E. coli	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-082	initial		GG032601	10.1	Aflatoxin B1	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-082	initial		GG032601	10.3	Ochratoxin A	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-082	initial		GG032601	11.1	Lead	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-082	initial		GG032601	11.2	Cadmium	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-082	initial		GG032601	11.3	Arsenic	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-082	initial		GG032601	11.4	Mercury	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-083	initial		JD022601	10.1	Aflatoxin B1	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-083	initial		JD022601	10.3	Ochratoxin A	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-084	initial	P060492	JD042601	3	Identification C (HPLC)	UNTESTED		to be performed — see route	
CoQ-PP_26-084	initial	P060492	JD042601	4	Total THC	LATER-ROUND		not tested — no certificate covers it	exact 220-30-К/26  = 14.89 (after the CoQ)
CoQ-PP_26-084	initial	P060492	JD042601	5	Total CBD	LATER-ROUND		not tested — no certificate covers it	exact 220-30-К/26  = <LOQ (after the CoQ)
CoQ-PP_26-084	initial	P060492	JD042601	6	Total CBN	LATER-ROUND		not tested — no certificate covers it	exact 220-30-К/26  = <LOQ (after the CoQ)
CoQ-PP_26-084	initial	P060492	JD042601	8	Loss on drying	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-084	initial	P060492	JD042601	9.1	TAMC	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-084	initial	P060492	JD042601	9.2	TYMC	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-084	initial	P060492	JD042601	9.3	Bile-tolerant GNB	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-084	initial	P060492	JD042601	9.4	Salmonella	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-084	initial	P060492	JD042601	9.5	E. coli	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-084	initial	P060492	JD042601	10.1	Aflatoxin B1	LATER-ROUND		not tested — no certificate covers it	exact 220-30-М/26  = ND (after the CoQ)
CoQ-PP_26-084	initial	P060492	JD042601	10.2	Aflatoxins total	LATER-ROUND		not tested — no certificate covers it	exact 220-30-М/26  = ND (after the CoQ)
CoQ-PP_26-084	initial	P060492	JD042601	10.3	Ochratoxin A	LATER-ROUND		not tested — no certificate covers it	exact 220-30-М/26  = ND (after the CoQ)
CoQ-PP_26-084	initial	P060492	JD042601	11.1	Lead	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-084	initial	P060492	JD042601	11.2	Cadmium	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-084	initial	P060492	JD042601	11.3	Arsenic	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-084	initial	P060492	JD042601	11.4	Mercury	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-084	initial	P060492	JD042601	12	Pesticide residues	UNTESTED		not tested — no certificate covers it	
CoQ-PP_26-087	retest		P060332	8	Loss on drying	UNTESTED		not tested — no certificate for this lot; requested from the laborator	
CoQ-PP_26-087	retest		P060332	11.1	Lead	UNTESTED		not tested — no certificate for this lot; requested from the laborator	
CoQ-PP_26-087	retest		P060332	11.2	Cadmium	UNTESTED		not tested — no certificate for this lot; requested from the laborator	
CoQ-PP_26-087	retest		P060332	11.3	Arsenic	UNTESTED		not tested — no certificate for this lot; requested from the laborator	
CoQ-PP_26-087	retest		P060332	11.4	Mercury	UNTESTED		not tested — no certificate for this lot; requested from the laborator	
CoQ-PP_26-087	retest		P060332	12	Pesticide residues	UNTESTED		not tested — no certificate for this lot; requested from the laborator	
CoQ-PP_26-091	retest	P060352	FB012602	8	Loss on drying	UNTESTED	yes	carried from the initial testing (CoQ-PP-2026-0021) — not tested — no 	
CoQ-PP_26-091	retest	P060352	FB012602	11.1	Lead	UNTESTED	yes	carried from the initial testing (CoQ-PP-2026-0021) — not tested — no 	
CoQ-PP_26-091	retest	P060352	FB012602	11.2	Cadmium	UNTESTED	yes	carried from the initial testing (CoQ-PP-2026-0021) — not tested — no 	
CoQ-PP_26-091	retest	P060352	FB012602	11.3	Arsenic	UNTESTED	yes	carried from the initial testing (CoQ-PP-2026-0021) — not tested — no 	
CoQ-PP_26-091	retest	P060352	FB012602	11.4	Mercury	UNTESTED	yes	carried from the initial testing (CoQ-PP-2026-0021) — not tested — no 	
CoQ-PP_26-091	retest	P060352	FB012602	12	Pesticide residues	UNTESTED	yes	carried from the initial testing (CoQ-PP-2026-0021) — not tested — no 	
CoQ-PP_26-097	retest	HPA1024	HPA1024	8	Loss on drying	UNTESTED	yes	carried from the initial testing (CoQ-PP-2025-0004) — not tested — no 	
CoQ-PP_26-101	retest	OPM1024	OPM1024	8	Loss on drying	UNTESTED	yes	carried from the initial testing (CoQ-PP-2025-0005) — not tested — no 	
CoQ-PP_26-105	retest	P060382	SCR012603	8	Loss on drying	UNTESTED	yes	carried from the initial testing (CoQ-PP-2026-0026) — not tested — no 	
CoQ-PP_26-105	retest	P060382	SCR012603	11.1	Lead	UNTESTED	yes	carried from the initial testing (CoQ-PP-2026-0026) — not tested — no 	
CoQ-PP_26-105	retest	P060382	SCR012603	11.2	Cadmium	UNTESTED	yes	carried from the initial testing (CoQ-PP-2026-0026) — not tested — no 	
CoQ-PP_26-105	retest	P060382	SCR012603	11.3	Arsenic	UNTESTED	yes	carried from the initial testing (CoQ-PP-2026-0026) — not tested — no 	
CoQ-PP_26-105	retest	P060382	SCR012603	11.4	Mercury	UNTESTED	yes	carried from the initial testing (CoQ-PP-2026-0026) — not tested — no 	
CoQ-PP_26-105	retest	P060382	SCR012603	12	Pesticide residues	UNTESTED	yes	carried from the initial testing (CoQ-PP-2026-0026) — not tested — no 	
CoQ-PP_26-108	retest	P060372	CC012603	8	Loss on drying	UNTESTED	yes	carried from the initial testing (CoQ-PP-2026-0024) — not tested — no 	
CoQ-PP_26-108	retest	P060372	CC012603	11.1	Lead	UNTESTED	yes	carried from the initial testing (CoQ-PP-2026-0024) — not tested — no 	
CoQ-PP_26-108	retest	P060372	CC012603	11.2	Cadmium	UNTESTED	yes	carried from the initial testing (CoQ-PP-2026-0024) — not tested — no 	
CoQ-PP_26-108	retest	P060372	CC012603	11.3	Arsenic	UNTESTED	yes	carried from the initial testing (CoQ-PP-2026-0024) — not tested — no 	
CoQ-PP_26-108	retest	P060372	CC012603	11.4	Mercury	UNTESTED	yes	carried from the initial testing (CoQ-PP-2026-0024) — not tested — no 	
CoQ-PP_26-108	retest	P060372	CC012603	12	Pesticide residues	UNTESTED	yes	carried from the initial testing (CoQ-PP-2026-0024) — not tested — no 	
CoQ-PP_26-122	retest	P060362	JD012603/01	8	Loss on drying	UNTESTED	yes	carried from the initial testing (CoQ-PP-2026-0020) — not tested — no 	
CoQ-PP_26-122	retest	P060362	JD012603/01	11.1	Lead	UNTESTED	yes	carried from the initial testing (CoQ-PP-2026-0020) — not tested — no 	
CoQ-PP_26-122	retest	P060362	JD012603/01	11.2	Cadmium	UNTESTED	yes	carried from the initial testing (CoQ-PP-2026-0020) — not tested — no 	
CoQ-PP_26-122	retest	P060362	JD012603/01	11.3	Arsenic	UNTESTED	yes	carried from the initial testing (CoQ-PP-2026-0020) — not tested — no 	
CoQ-PP_26-122	retest	P060362	JD012603/01	11.4	Mercury	UNTESTED	yes	carried from the initial testing (CoQ-PP-2026-0020) — not tested — no 	
CoQ-PP_26-122	retest	P060362	JD012603/01	12	Pesticide residues	UNTESTED	yes	carried from the initial testing (CoQ-PP-2026-0020) — not tested — no 	
CoQ-PP_26-125	retest	P060492	JD042601	8	Loss on drying	UNTESTED	yes	carried from the initial testing (the batch's initial CoQ (number assi	
CoQ-PP_26-125	retest	P060492	JD042601	9.1	TAMC	UNTESTED	yes	carried from the initial testing (the batch's initial CoQ (number assi	
CoQ-PP_26-125	retest	P060492	JD042601	9.2	TYMC	UNTESTED	yes	carried from the initial testing (the batch's initial CoQ (number assi	
CoQ-PP_26-125	retest	P060492	JD042601	9.3	Bile-tolerant GNB	UNTESTED	yes	carried from the initial testing (the batch's initial CoQ (number assi	
CoQ-PP_26-125	retest	P060492	JD042601	9.4	Salmonella	UNTESTED	yes	carried from the initial testing (the batch's initial CoQ (number assi	
CoQ-PP_26-125	retest	P060492	JD042601	9.5	E. coli	UNTESTED	yes	carried from the initial testing (the batch's initial CoQ (number assi	
CoQ-PP_26-125	retest	P060492	JD042601	11.1	Lead	UNTESTED	yes	carried from the initial testing (the batch's initial CoQ (number assi	
CoQ-PP_26-125	retest	P060492	JD042601	11.2	Cadmium	UNTESTED	yes	carried from the initial testing (the batch's initial CoQ (number assi	
CoQ-PP_26-125	retest	P060492	JD042601	11.3	Arsenic	UNTESTED	yes	carried from the initial testing (the batch's initial CoQ (number assi	
CoQ-PP_26-125	retest	P060492	JD042601	11.4	Mercury	UNTESTED	yes	carried from the initial testing (the batch's initial CoQ (number assi	
CoQ-PP_26-125	retest	P060492	JD042601	12	Pesticide residues	UNTESTED	yes	carried from the initial testing (the batch's initial CoQ (number assi	
CoQ-PP_26-138	retest	P050142	BSS1024_01/2	8	Loss on drying	OTHER-LOT		not tested — no certificate for this lot; requested from the laborator	parent ППК25051 26.02.2025 = 5.99 | parent ППК25176 10.07.2025 = 6.38
CoQ-PP_26-138	retest	P050142	BSS1024_01/2	11.1	Lead	OTHER-LOT		not tested — no certificate for this lot; requested from the laborator	parent 3177/2025 26.06.2025 = Н.Д. | parent 751/2025 27.02.2025 = 0,071
CoQ-PP_26-138	retest	P050142	BSS1024_01/2	11.2	Cadmium	OTHER-LOT		not tested — no certificate for this lot; requested from the laborator	parent 3177/2025 26.06.2025 = Н.Д. | parent 751/2025 27.02.2025 = 0,014
CoQ-PP_26-138	retest	P050142	BSS1024_01/2	11.3	Arsenic	OTHER-LOT		not tested — no certificate for this lot; requested from the laborator	parent 3177/2025 26.06.2025 = 0,112 | parent 751/2025 27.02.2025 = 0,081
CoQ-PP_26-138	retest	P050142	BSS1024_01/2	11.4	Mercury	OTHER-LOT		not tested — no certificate for this lot; requested from the laborator	parent 3177/2025 26.06.2025 = Н.Д. | parent 751/2025 27.02.2025 = 0,014
CoQ-PP_26-138	retest	P050142	BSS1024_01/2	12	Pesticide residues	OTHER-LOT		not tested — no certificate for this lot; requested from the laborator	parent 3177/2025 26.06.2025 = Н.Д. | parent 751/2025 27.02.2025 = Н.Д.
CoQ-PP_26-152	retest	P060142	GRC102501/1	8	Loss on drying	UNTESTED		not tested — no certificate for this lot; requested from the laborator	
CoQ-PP_26-152	retest	P060142	GRC102501/1	11.1	Lead	OTHER-LOT		not tested — no certificate for this lot; requested from the laborator	parent 328/2026 11.02.2026 = 0,084
CoQ-PP_26-152	retest	P060142	GRC102501/1	11.2	Cadmium	OTHER-LOT		not tested — no certificate for this lot; requested from the laborator	parent 328/2026 11.02.2026 = н.д.
CoQ-PP_26-152	retest	P060142	GRC102501/1	11.3	Arsenic	OTHER-LOT		not tested — no certificate for this lot; requested from the laborator	parent 328/2026 11.02.2026 = 0,095
CoQ-PP_26-152	retest	P060142	GRC102501/1	11.4	Mercury	OTHER-LOT		not tested — no certificate for this lot; requested from the laborator	parent 328/2026 11.02.2026 = н.д.
CoQ-PP_26-152	retest	P060142	GRC102501/1	12	Pesticide residues	OTHER-LOT		not tested — no certificate for this lot; requested from the laborator	parent 328/2026 11.02.2026 = н.д. — all 29
CoQ-PP_26-160	retest	P060342	SCR012601	8	Loss on drying	UNTESTED		not tested — no certificate for this lot; requested from the laborator	
CoQ-PP_26-160	retest	P060342	SCR012601	11.1	Lead	UNTESTED		not tested — no certificate for this lot; requested from the laborator	
CoQ-PP_26-160	retest	P060342	SCR012601	11.2	Cadmium	UNTESTED		not tested — no certificate for this lot; requested from the laborator	
CoQ-PP_26-160	retest	P060342	SCR012601	11.3	Arsenic	UNTESTED		not tested — no certificate for this lot; requested from the laborator	
CoQ-PP_26-160	retest	P060342	SCR012601	11.4	Mercury	UNTESTED		not tested — no certificate for this lot; requested from the laborator	
CoQ-PP_26-160	retest	P060342	SCR012601	12	Pesticide residues	UNTESTED		not tested — no certificate for this lot; requested from the laborator	
CoQ-PP_26-162	retest		SJ102501	11.1	Lead	PENDING		awaiting the complete scan of IPH 1065/2026 — every copy holds pages 1	
CoQ-PP_26-162	retest		SJ102501	11.2	Cadmium	PENDING		awaiting the complete scan of IPH 1065/2026 — every copy holds pages 1	
CoQ-PP_26-162	retest		SJ102501	11.3	Arsenic	PENDING		awaiting the complete scan of IPH 1065/2026 — every copy holds pages 1	
CoQ-PP_26-162	retest		SJ102501	11.4	Mercury	PENDING		awaiting the complete scan of IPH 1065/2026 — every copy holds pages 1	
CoQ-PP_26-166	initial		CC042601	3	Identification C (HPLC)	UNTESTED		to be performed — see route	
